id;Cod-orig;Munic-origem;Cod-Dest;Munic-destino;Pax
7755715;4205407;FLORIANÓPOLIS;3550308;SÃO PAULO;463141
8526208;4211306;NAVEGANTES;4314902;PORTO ALEGRE;34624
7855416;4305108;CAXIAS DO SUL;3550308;SÃO PAULO;96005
9615010;4314902;PORTO ALEGRE;5300108;BRASÍLIA;68585
8520309;4314902;PORTO ALEGRE;4205407;FLORIANÓPOLIS;105582
7619459;4314902;PORTO ALEGRE;3304557;RIO DE JANEIRO;307895
8440408;4314902;PORTO ALEGRE;4106902;CURITIBA;327826
7865210;4314902;PORTO ALEGRE;3550308;SÃO PAULO;1110339
8553012;5002704;CAMPO GRANDE;3550308;SÃO PAULO;216696
10111106;5103403;CUIABÁ;5002704;CAMPO GRANDE;43393
8513264;5208707;GOIÂNIA;3304557;RIO DE JANEIRO;24156
10508815;5208707;GOIÂNIA;5300108;BRASÍLIA;243332
8759015;5208707;GOIÂNIA;3550308;SÃO PAULO;377706
6700208;5300108;BRASÍLIA;1400100;BOA VISTA;24560
6804316;5300108;BRASÍLIA;1504208;MARABÁ;26209
9505515;5300108;BRASÍLIA;4205407;FLORIANÓPOLIS;29039
7405410;5300108;BRASÍLIA;2105302;IMPERATRIZ;32730
10302812;5300108;BRASÍLIA;5002704;CAMPO GRANDE;39443
7021108;5300108;BRASÍLIA;1721000;PALMAS;49135
9425614;5300108;BRASÍLIA;4106902;CURITIBA;74332
10408510;5300108;BRASÍLIA;5103403;CUIABÁ;136222
6602711;5300108;BRASÍLIA;1302603;MANAUS;154319
6801510;5300108;BRASÍLIA;1501402;BELÉM;168330
7911714;5300108;BRASÍLIA;2611606;RECIFE;179341
8227516;5300108;BRASÍLIA;2927408;SALVADOR;231692
8406308;5300108;BRASÍLIA;3106200;BELO HORIZONTE;304391
8604665;5300108;BRASÍLIA;3304557;RIO DE JANEIRO;715701
8850416;5300108;BRASÍLIA;3550308;SÃO PAULO;1344313
