id;Cod-orig;Munic-origem;Cod-Dest;Munic-destino;Pax
574060565;1100205;PORTO VELHO;1200401;RIO BRANCO;37953
600150995;1200401;RIO BRANCO;1200203;CRUZEIRO DO SUL;76229
650552495;1301209;COARI;1301001;CARAUARI;20772
651701254;1302603;MANAUS;1304203;TEFÉ;20802
624707728;1302603;MANAUS;1200401;RIO BRANCO;23740
651666045;1302603;MANAUS;1304062;TABATINGA;31313
651501438;1302603;MANAUS;1303403;PARINTINS;46409
650952813;1302603;MANAUS;1301209;COARI;98843
596439804;1302603;MANAUS;1100205;PORTO VELHO;139222
674796476;1302603;MANAUS;1400100;BOA VISTA;151899
698641821;1302603;MANAUS;1506807;SANTARÉM;155144
750500946;1501402;BELÉM;1500602;ALTAMIRA;56972
751401845;1501402;BELÉM;1504208;MARABÁ;117017
877434685;1501402;BELÉM;2111300;SÃO LUÍS;124915
752049822;1501402;BELÉM;1506807;SANTARÉM;194626
697477625;1501402;BELÉM;1302603;MANAUS;260350
774637860;1501402;BELÉM;1600303;MACAPÁ;427015
1080000308;2111300;SÃO LUÍS;2211001;TERESINA;25082
1054148367;2111300;SÃO LUÍS;2105302;IMPERATRIZ;134872
1152925542;2304400;FORTALEZA;2307304;JUAZEIRO DO NORTE;103353
1391027301;2304400;FORTALEZA;3509502;CAMPINAS;166232
832191809;2304400;FORTALEZA;1302603;MANAUS;205550
1101813918;2304400;FORTALEZA;2111300;SÃO LUÍS;245401
1128367271;2304400;FORTALEZA;2211001;TERESINA;255770
909093738;2304400;FORTALEZA;1501402;BELÉM;272591
1177554990;2304400;FORTALEZA;2408102;NATAL;273409
1251448028;2408102;NATAL;2605459;FERNANDO DE NORONHA;37406
1596427347;2611606;RECIFE;4106902;CURITIBA;26576
1739456010;2611606;RECIFE;5208707;GOIÂNIA;32886
1167476919;2611606;RECIFE;2111300;SÃO LUÍS;37414
953334025;2611606;RECIFE;1501402;BELÉM;40522
1328572904;2611606;RECIFE;2704302;MACEIÓ;45380
1225021187;2611606;RECIFE;2307304;JUAZEIRO DO NORTE;57738
1626912717;2611606;RECIFE;4314902;PORTO ALEGRE;71429
1278337976;2611606;RECIFE;2504009;CAMPINA GRANDE;72876
1351333590;2611606;RECIFE;2800308;ARACAJU;80379
1304264439;2611606;RECIFE;2605459;FERNANDO DE NORONHA;116116
1279249027;2611606;RECIFE;2507507;JOÃO PESSOA;149053
1305676737;2611606;RECIFE;2611101;PETROLINA;169836
1252864435;2611606;RECIFE;2408102;NATAL;217800
1497349251;2611606;RECIFE;3509502;CAMPINAS;391424
1224202099;2611606;RECIFE;2304400;FORTALEZA;502496
1375733889;2704302;MACEIÓ;2800308;ARACAJU;47074
1465177265;2927408;SALVADOR;2933307;VITÓRIA DA CONQUISTA;47656
1380111137;2927408;SALVADOR;2611101;PETROLINA;48486
1530031013;2927408;SALVADOR;3205309;VITÓRIA;59335
1744122888;2927408;SALVADOR;4314902;PORTO ALEGRE;73244
1350618372;2927408;SALVADOR;2507507;JOÃO PESSOA;92181
1709133912;2927408;SALVADOR;4106902;CURITIBA;102038
1460245346;2927408;SALVADOR;2913606;ILHÉUS;178863
1463177560;2927408;SALVADOR;2925303;PORTO SEGURO;182918
1321241467;2927408;SALVADOR;2408102;NATAL;190012
1405717856;2927408;SALVADOR;2704302;MACEIÓ;292179
1289404923;2927408;SALVADOR;2304400;FORTALEZA;315069
1431223901;2927408;SALVADOR;2800308;ARACAJU;327978
1596067714;2927408;SALVADOR;3509502;CAMPINAS;447482
1507077478;2927408;SALVADOR;3106200;BELO HORIZONTE;505735
1380252206;2927408;SALVADOR;2611606;RECIFE;650344
1930932640;3106200;BELO HORIZONTE;5103403;CUIABÁ;27786
1568914070;3106200;BELO HORIZONTE;3170107;UBERABA;29758
