Nodes,Degree Removal %,Betweenness Removal %,Weighted Betweenness Removal %,Efficiency Removal,Random Removal
215,0.36,0.36,0.36,0.36,0.38
216,0.36,0.36,0.36,0.36,0.37
217,0.36,0.35,0.35,0.36,0.37
218,0.36,0.35,0.35,0.35,0.37
219,0.35,0.35,0.35,0.35,0.36
220,0.35,0.34,0.34,0.35,0.36
221,0.35,0.34,0.34,0.34,0.36
222,0.34,0.34,0.34,0.34,0.36
223,0.34,0.33,0.33,0.34,0.35
224,0.34,0.33,0.33,0.33,0.35
225,0.33,0.33,0.33,0.33,0.35
226,0.33,0.33,0.33,0.33,0.34
227,0.33,0.32,0.32,0.33,0.34
228,0.33,0.32,0.32,0.32,0.34
229,0.32,0.32,0.32,0.32,0.33
230,0.32,0.31,0.31,0.32,0.33
231,0.32,0.31,0.31,0.31,0.33
232,0.31,0.31,0.31,0.31,0.33
233,0.31,0.30,0.30,0.31,0.32
234,0.31,0.30,0.30,0.30,0.32
235,0.30,0.30,0.30,0.30,0.32
236,0.30,0.30,0.30,0.30,0.31
237,0.30,0.29,0.29,0.30,0.31
238,0.30,0.29,0.29,0.29,0.31
239,0.29,0.29,0.29,0.29,0.30
240,0.29,0.28,0.28,0.29,0.30
241,0.29,0.28,0.28,0.28,0.30
242,0.28,0.28,0.28,0.28,0.30
243,0.28,0.28,0.28,0.28,0.29
244,0.28,0.27,0.27,0.28,0.29
245,0.28,0.27,0.27,0.27,0.29
246,0.27,0.27,0.27,0.27,0.28
247,0.27,0.26,0.26,0.27,0.28
248,0.27,0.26,0.26,0.26,0.28
249,0.26,0.26,0.26,0.26,0.28
250,0.26,0.25,0.25,0.26,0.27
251,0.26,0.25,0.25,0.25,0.27
252,0.25,0.25,0.25,0.25,0.27
253,0.25,0.25,0.25,0.25,0.26
254,0.25,0.24,0.24,0.25,0.26
255,0.25,0.24,0.24,0.24,0.26
256,0.24,0.24,0.24,0.24,0.25
257,0.24,0.23,0.23,0.24,0.25
258,0.24,0.23,0.23,0.23,0.25
259,0.23,0.22,0.23,0.23,0.25
260,0.23,0.22,0.22,0.23,0.24
261,0.23,0.22,0.22,0.22,0.24
262,0.22,0.22,0.22,0.22,0.24
263,0.22,0.21,0.22,0.22,0.23
264,0.22,0.21,0.21,0.22,0.23
265,0.22,0.21,0.21,0.21,0.23
266,0.21,0.20,0.21,0.21,0.22
267,0.21,0.20,0.20,0.21,0.22
268,0.20,0.20,0.20,0.20,0.22
269,0.20,0.20,0.20,0.20,0.22
270,0.20,0.19,0.20,0.20,0.21
271,0.20,0.19,0.19,0.19,0.21
272,0.19,0.19,0.19,0.19,0.21
273,0.19,0.18,0.19,0.19,0.20
274,0.19,0.18,0.18,0.18,0.20
275,0.18,0.18,0.18,0.18,0.20
276,0.18,0.17,0.18,0.18,0.20
277,0.18,0.17,0.17,0.17,0.19
278,0.17,0.16,0.17,0.17,0.19
279,0.17,0.16,0.17,0.17,0.19
280,0.17,0.16,0.17,0.17,0.18
281,0.17,0.15,0.16,0.16,0.18
282,0.16,0.14,0.16,0.16,0.18
283,0.16,0.14,0.15,0.16,0.17
284,0.16,0.12,0.15,0.15,0.17
285,0.15,0.12,0.15,0.15,0.17
286,0.15,0.12,0.14,0.15,0.17
287,0.15,0.11,0.14,0.14,0.16
288,0.14,0.11,0.14,0.14,0.16
289,0.14,0.10,0.14,0.14,0.16
290,0.14,0.10,0.13,0.14,0.15
291,0.14,0.10,0.13,0.13,0.15
292,0.13,0.10,0.12,0.13,0.15
293,0.13,0.09,0.12,0.13,0.14
294,0.12,0.09,0.12,0.12,0.14
295,0.12,0.09,0.12,0.12,0.14
296,0.12,0.09,0.11,0.12,0.14
297,0.11,0.09,0.11,0.11,0.13
298,0.11,0.09,0.11,0.11,0.13
299,0.10,0.08,0.10,0.10,0.13
300,0.10,0.08,0.10,0.10,0.12
301,0.10,0.08,0.10,0.09,0.12
302,0.09,0.08,0.10,0.09,0.12
303,0.09,0.07,0.10,0.09,0.12
304,0.06,0.07,0.09,0.09,0.11
305,0.06,0.07,0.09,0.06,0.11
306,0.06,0.06,0.09,0.06,0.11
307,0.04,0.05,0.07,0.06,0.10
308,0.04,0.05,0.07,0.04,0.10
309,0.03,0.04,0.07,0.04,0.10
310,0.03,0.03,0.07,0.03,0.09
311,0.03,0.03,0.07,0.03,0.09
312,0.03,0.03,0.07,0.03,0.09
313,0.03,0.02,0.07,0.03,0.09
314,0.03,0.02,0.07,0.03,0.08
315,0.03,0.02,0.07,0.03,0.08
316,0.03,0.01,0.07,0.03,0.08
317,0.02,0.01,0.06,0.03,0.07
318,0.02,0.01,0.06,0.02,0.07
319,0.02,0.01,0.06,0.02,0.07
320,0.02,0.01,0.06,0.02,0.07
321,0.02,0.01,0.06,0.02,0.06
322,0.02,0.01,0.05,0.02,0.06
323,0.02,0.01,0.05,0.02,0.06
324,0.02,0.01,0.05,0.02,0.05
325,0.01,0.01,0.04,0.01,0.05
326,0.01,0.01,0.04,0.01,0.05
327,0.01,0.01,0.02,0.01,0.04
328,0.01,0.01,0.02,0.01,0.04
329,0.01,0.01,0.02,0.01,0.04
330,0.01,0.01,0.01,0.01,0.04
331,0.01,0.00,0.01,0.01,0.03
332,0.00,0.00,0.01,0.00,0.03
333,0.00,0.00,0.01,0.00,0.03
334,0.00,0.00,0.01,0.00,0.02
335,0.00,0.00,0.01,0.00,0.02
336,0.00,0.00,0.01,0.00,0.02
337,0.00,0.00,0.01,0.00,0.01
338,0.00,0.00,0.01,0.00,0.01
339,0.00,0.00,0.01,0.00,0.01
340,0.00,0.00,0.00,0.00,0.01
341,0.00,0.00,0.00,0.00,0.00
342,0.00,0.00,0.00,0.00,0.00
